id,bbox,end_date,format,geometry,height,internal_time,ip,layers,mean_gsd,render_time,request,start_date,styles,total_time,url,user_name,width
388,"-123.14251847777,49.281169700103,-123.12711685715,49.288721111977",2014-05-01 14:32:22.653-04,image/jpeg,010300000001000000050000004346D2051FC95EC0C548655EFDA348404346D2051FC95EC090CD3AD0F4A44840B10EBEAE22C85EC090CD3AD0F4A44840B10EBEAE22C85EC0C548655EFDA348404346D2051FC95EC0C548655EFDA34840,556,1.481,207.106.237.97,73382f7ce6a2d66f8eb92ff20e63e0438f4e5d95193c607ad906420f75652278,1.51190526000773,0.03,GetMap,2014-05-01 14:32:21.141-04,,1.511,http://97.68.190.50/omar/ogc/wms?BBOX=-123.14251847777%2C49.281169700103%2C-123.12711685715%2C49.288721111977&STRETCH_MODE_REGION=viewport&CONTRAST=1&STRETCH_MODE=linear_auto_min_max&SERVICE=WMS&HEIGHT=556&BRIGHTNESS=0&REQUEST=GetMap&STYLES=&WIDTH=1134&BANDS=default&TRANSPARENT=FALSE&VERSION=1.1.1&INTERPOLATION=bilinear&FORMAT=image%2Fjpeg&SHARPEN_MODE=none&LAYERS=73382f7ce6a2d66f8eb92ff20e63e0438f4e5d95193c607ad906420f75652278&SRS=EPSG%3A4326,anonymousUser,1134
389,"-123.14212460916,49.283695891845,-123.12672298854,49.291247303719",2014-05-01 14:32:28.282-04,image/jpeg,010300000001000000050000002313D19118C95EC0EEBDA02550A448402313D19118C95EC0B942769747A5484090DBBC3A1CC85EC0B942769747A5484090DBBC3A1CC85EC0EEBDA02550A448402313D19118C95EC0EEBDA02550A44840,556,0.959,207.106.237.97,73382f7ce6a2d66f8eb92ff20e63e0438f4e5d95193c607ad906420f75652278,1.51190526000843,0.031,GetMap,2014-05-01 14:32:27.292-04,,0.99,http://97.68.190.50/omar/ogc/wms?BBOX=-123.14212460916%2C49.283695891845%2C-123.12672298854%2C49.291247303719&STRETCH_MODE_REGION=viewport&CONTRAST=1&STRETCH_MODE=linear_auto_min_max&SERVICE=WMS&HEIGHT=556&BRIGHTNESS=0&REQUEST=GetMap&STYLES=&WIDTH=1134&BANDS=default&TRANSPARENT=FALSE&VERSION=1.1.1&INTERPOLATION=bilinear&FORMAT=image%2Fjpeg&SHARPEN_MODE=none&LAYERS=73382f7ce6a2d66f8eb92ff20e63e0438f4e5d95193c607ad906420f75652278&SRS=EPSG%3A4326,anonymousUser,1134
390,"-123.15570749676,49.277036204453,-123.11314010094,49.297906991111",2014-05-01 14:32:40.502-04,image/jpeg,01030000000100000005000000E194931CF7C95EC080F71EEC75A34840E194931CF7C95EC02709F8D021A64840D259FAAF3DC75EC02709F8D021A64840D259FAAF3DC75EC080F71EEC75A34840E194931CF7C95EC080F71EEC75A34840,556,1.05,207.106.237.97,73382f7ce6a2d66f8eb92ff20e63e0438f4e5d95193c607ad906420f75652278,4.17864270414718,0.03,GetMap,2014-05-01 14:32:39.422-04,,1.08,http://97.68.190.50/omar/ogc/wms?BBOX=-123.15570749676%2C49.277036204453%2C-123.11314010094%2C49.297906991111&STRETCH_MODE_REGION=viewport&CONTRAST=1&STRETCH_MODE=linear_auto_min_max&SERVICE=WMS&HEIGHT=556&BRIGHTNESS=0&REQUEST=GetMap&STYLES=&WIDTH=1134&BANDS=default&TRANSPARENT=FALSE&VERSION=1.1.1&INTERPOLATION=bilinear&FORMAT=image%2Fjpeg&SHARPEN_MODE=none&LAYERS=73382f7ce6a2d66f8eb92ff20e63e0438f4e5d95193c607ad906420f75652278&SRS=EPSG%3A4326,anonymousUser,1134
391,"-123.15488679086,49.285555631103,-123.11231939504,49.306426417761",2014-05-01 14:32:45.243-04,image/jpeg,01030000000100000005000000DF5449AAE9C95EC0556340168DA44840DF5449AAE9C95EC0FC7419FB38A74840D019B03D30C75EC0FC7419FB38A74840D019B03D30C75EC0556340168DA44840DF5449AAE9C95EC0556340168DA44840,556,0.586,207.106.237.97,73382f7ce6a2d66f8eb92ff20e63e0438f4e5d95193c607ad906420f75652278,4.17864270414718,0.03,GetMap,2014-05-01 14:32:44.626-04,,0.616,http://97.68.190.50/omar/ogc/wms?BBOX=-123.15488679086%2C49.285555631103%2C-123.11231939504%2C49.306426417761&STRETCH_MODE_REGION=viewport&CONTRAST=1&STRETCH_MODE=linear_auto_min_max&SERVICE=WMS&HEIGHT=556&BRIGHTNESS=0&REQUEST=GetMap&STYLES=&WIDTH=1134&BANDS=default&TRANSPARENT=FALSE&VERSION=1.1.1&INTERPOLATION=bilinear&FORMAT=image%2Fjpeg&SHARPEN_MODE=none&LAYERS=73382f7ce6a2d66f8eb92ff20e63e0438f4e5d95193c607ad906420f75652278&SRS=EPSG%3A4326,anonymousUser,1134
392,"-123.15605044983,49.29783035635,-123.11348305401,49.318701143008",2014-05-01 14:32:49.619-04,image/jpeg,01030000000100000005000000F1A206BBFCC95EC0BF231C4E1FA64840F1A206BBFCC95EC06635F532CBA84840E2676D4E43C75EC06635F532CBA84840E2676D4E43C75EC0BF231C4E1FA64840F1A206BBFCC95EC0BF231C4E1FA64840,556,1.183,207.106.237.97,73382f7ce6a2d66f8eb92ff20e63e0438f4e5d95193c607ad906420f75652278,4.17864270414718,0.03,GetMap,2014-05-01 14:32:48.406-04,,1.213,http://97.68.190.50/omar/ogc/wms?BBOX=-123.15605044983%2C49.29783035635%2C-123.11348305401%2C49.318701143008&STRETCH_MODE_REGION=viewport&CONTRAST=1&STRETCH_MODE=linear_auto_min_max&SERVICE=WMS&HEIGHT=556&BRIGHTNESS=0&REQUEST=GetMap&STYLES=&WIDTH=1134&BANDS=default&TRANSPARENT=FALSE&VERSION=1.1.1&INTERPOLATION=bilinear&FORMAT=image%2Fjpeg&SHARPEN_MODE=none&LAYERS=73382f7ce6a2d66f8eb92ff20e63e0438f4e5d95193c607ad906420f75652278&SRS=EPSG%3A4326,anonymousUser,1134
393,"-123.14610304252,49.292049598895,-123.1035356467,49.312920385553",2014-05-01 14:32:58.406-04,image/jpeg,010300000001000000050000000C5E93C059C95EC02F089AE161A548400C5E93C059C95EC0D61973C60DA84840FD22FA53A0C65EC0D61973C60DA84840FD22FA53A0C65EC02F089AE161A548400C5E93C059C95EC02F089AE161A54840,556,1.333,207.106.237.97,73382f7ce6a2d66f8eb92ff20e63e0438f4e5d95193c607ad906420f75652278,4.17864270414718,0.029,GetMap,2014-05-01 14:32:57.044-04,,1.362,http://97.68.190.50/omar/ogc/wms?BBOX=-123.14610304252%2C49.292049598895%2C-123.1035356467%2C49.312920385553&STRETCH_MODE_REGION=viewport&CONTRAST=1&STRETCH_MODE=linear_auto_min_max&SERVICE=WMS&HEIGHT=556&BRIGHTNESS=0&REQUEST=GetMap&STYLES=&WIDTH=1134&BANDS=default&TRANSPARENT=FALSE&VERSION=1.1.1&INTERPOLATION=bilinear&FORMAT=image%2Fjpeg&SHARPEN_MODE=none&LAYERS=73382f7ce6a2d66f8eb92ff20e63e0438f4e5d95193c607ad906420f75652278&SRS=EPSG%3A4326,anonymousUser,1134
394,"-123.14557751912,49.283303387939,-123.1030101233,49.304174174597",2014-05-01 14:33:02.125-04,image/jpeg,01030000000100000005000000CEE95E2451C95EC0A205114943A44840CEE95E2451C95EC04917EA2DEFA64840BFAEC5B797C65EC04917EA2DEFA64840BFAEC5B797C65EC0A205114943A44840CEE95E2451C95EC0A205114943A44840,556,0.57,207.106.237.97,73382f7ce6a2d66f8eb92ff20e63e0438f4e5d95193c607ad906420f75652278,4.17864270414718,0.041,GetMap,2014-05-01 14:33:01.514-04,,0.611,http://97.68.190.50/omar/ogc/wms?BBOX=-123.14557751912%2C49.283303387939%2C-123.1030101233%2C49.304174174597&STRETCH_MODE_REGION=viewport&CONTRAST=1&STRETCH_MODE=linear_auto_min_max&SERVICE=WMS&HEIGHT=556&BRIGHTNESS=0&REQUEST=GetMap&STYLES=&WIDTH=1134&BANDS=default&TRANSPARENT=FALSE&VERSION=1.1.1&INTERPOLATION=bilinear&FORMAT=image%2Fjpeg&SHARPEN_MODE=none&LAYERS=73382f7ce6a2d66f8eb92ff20e63e0438f4e5d95193c607ad906420f75652278&SRS=EPSG%3A4326,anonymousUser,1134
395,"-123.14505199571,49.296854384312,-123.10248459989,49.31772517097",2014-05-01 14:33:09.361-04,image/jpeg,01030000000100000005000000D1722A8848C95EC0AA251053FFA54840D1722A8848C95EC05137E937ABA84840C237911B8FC65EC05137E937ABA84840C237911B8FC65EC0AA251053FFA54840D1722A8848C95EC0AA251053FFA54840,556,0.591,207.106.237.97,73382f7ce6a2d66f8eb92ff20e63e0438f4e5d95193c607ad906420f75652278,4.17864270414718,0.028,GetMap,2014-05-01 14:33:08.741-04,,0.619,http://97.68.190.50/omar/ogc/wms?BBOX=-123.14505199571%2C49.296854384312%2C-123.10248459989%2C49.31772517097&STRETCH_MODE_REGION=viewport&CONTRAST=1&STRETCH_MODE=linear_auto_min_max&SERVICE=WMS&HEIGHT=556&BRIGHTNESS=0&REQUEST=GetMap&STYLES=&WIDTH=1134&BANDS=default&TRANSPARENT=FALSE&VERSION=1.1.1&INTERPOLATION=bilinear&FORMAT=image%2Fjpeg&SHARPEN_MODE=none&LAYERS=73382f7ce6a2d66f8eb92ff20e63e0438f4e5d95193c607ad906420f75652278&SRS=EPSG%3A4326,anonymousUser,1134
396,"-123.14392587413,49.307252240256,-123.10135847831,49.328123026914",2014-05-01 14:33:12.873-04,image/jpeg,01030000000100000005000000F19BDE1436C95EC0D9C2990A54A74840F19BDE1436C95EC080D472EFFFA94840E26045A87CC65EC080D472EFFFA94840E26045A87CC65EC0D9C2990A54A74840F19BDE1436C95EC0D9C2990A54A74840,556,0.578,207.106.237.97,73382f7ce6a2d66f8eb92ff20e63e0438f4e5d95193c607ad906420f75652278,4.17864270414718,0.029,GetMap,2014-05-01 14:33:12.265-04,,0.607,http://97.68.190.50/omar/ogc/wms?BBOX=-123.14392587413%2C49.307252240256%2C-123.10135847831%2C49.328123026914&STRETCH_MODE_REGION=viewport&CONTRAST=1&STRETCH_MODE=linear_auto_min_max&SERVICE=WMS&HEIGHT=556&BRIGHTNESS=0&REQUEST=GetMap&STYLES=&WIDTH=1134&BANDS=default&TRANSPARENT=FALSE&VERSION=1.1.1&INTERPOLATION=bilinear&FORMAT=image%2Fjpeg&SHARPEN_MODE=none&LAYERS=73382f7ce6a2d66f8eb92ff20e63e0438f4e5d95193c607ad906420f75652278&SRS=EPSG%3A4326,anonymousUser,1134
397,"-123.15053245408,49.311531502269,-123.10796505826,49.332402288927",2014-05-01 14:33:19.536-04,image/jpeg,01030000000100000005000000A7D0DF52A2C95EC0A5F5A643E0A74840A7D0DF52A2C95EC04C0780288CAA4840999546E6E8C65EC04C0780288CAA4840999546E6E8C65EC0A5F5A643E0A74840A7D0DF52A2C95EC0A5F5A643E0A74840,556,1.041,207.106.237.97,73382f7ce6a2d66f8eb92ff20e63e0438f4e5d95193c607ad906420f75652278,4.17864270414648,0.03,GetMap,2014-05-01 14:33:18.464-04,,1.071,http://97.68.190.50/omar/ogc/wms?BBOX=-123.15053245408%2C49.311531502269%2C-123.10796505826%2C49.332402288927&STRETCH_MODE_REGION=viewport&CONTRAST=1&STRETCH_MODE=linear_auto_min_max&SERVICE=WMS&HEIGHT=556&BRIGHTNESS=0&REQUEST=GetMap&STYLES=&WIDTH=1134&BANDS=default&TRANSPARENT=FALSE&VERSION=1.1.1&INTERPOLATION=bilinear&FORMAT=image%2Fjpeg&SHARPEN_MODE=none&LAYERS=73382f7ce6a2d66f8eb92ff20e63e0438f4e5d95193c607ad906420f75652278&SRS=EPSG%3A4326,anonymousUser,1134
398,"-123.15316007111,49.32117861049,-123.11059267529,49.342049397148",2014-05-01 14:33:23.294-04,image/jpeg,010300000001000000050000001C1EE65FCDC95EC0591D76611CA948401C1EE65FCDC95EC0002F4F46C8AB48400DE34CF313C75EC0002F4F46C8AB48400DE34CF313C75EC0591D76611CA948401C1EE65FCDC95EC0591D76611CA94840,556,0.571,207.106.237.97,73382f7ce6a2d66f8eb92ff20e63e0438f4e5d95193c607ad906420f75652278,4.17864270414718,0.032,GetMap,2014-05-01 14:33:22.691-04,,0.603,http://97.68.190.50/omar/ogc/wms?BBOX=-123.15316007111%2C49.32117861049%2C-123.11059267529%2C49.342049397148&STRETCH_MODE_REGION=viewport&CONTRAST=1&STRETCH_MODE=linear_auto_min_max&SERVICE=WMS&HEIGHT=556&BRIGHTNESS=0&REQUEST=GetMap&STYLES=&WIDTH=1134&BANDS=default&TRANSPARENT=FALSE&VERSION=1.1.1&INTERPOLATION=bilinear&FORMAT=image%2Fjpeg&SHARPEN_MODE=none&LAYERS=73382f7ce6a2d66f8eb92ff20e63e0438f4e5d95193c607ad906420f75652278&SRS=EPSG%3A4326,anonymousUser,1134
399,"-123.16911346019,49.326020933294,-123.12654606437,49.346891719952",2014-05-01 14:33:28.529-04,image/jpeg,01030000000100000005000000163543C1D2CA5EC09127CF0DBBA94840163543C1D2CA5EC03839A8F266AC484007FAA95419C85EC03839A8F266AC484007FAA95419C85EC09127CF0DBBA94840163543C1D2CA5EC09127CF0DBBA94840,556,1.035,207.106.237.97,73382f7ce6a2d66f8eb92ff20e63e0438f4e5d95193c607ad906420f75652278,4.17864270414718,0.032,GetMap,2014-05-01 14:33:27.461-04,,1.067,http://97.68.190.50/omar/ogc/wms?BBOX=-123.16911346019%2C49.326020933294%2C-123.12654606437%2C49.346891719952&STRETCH_MODE_REGION=viewport&CONTRAST=1&STRETCH_MODE=linear_auto_min_max&SERVICE=WMS&HEIGHT=556&BRIGHTNESS=0&REQUEST=GetMap&STYLES=&WIDTH=1134&BANDS=default&TRANSPARENT=FALSE&VERSION=1.1.1&INTERPOLATION=bilinear&FORMAT=image%2Fjpeg&SHARPEN_MODE=none&LAYERS=73382f7ce6a2d66f8eb92ff20e63e0438f4e5d95193c607ad906420f75652278&SRS=EPSG%3A4326,anonymousUser,1134
400,"-123.18502931188,49.328761162478,-123.14246191606,49.349631949136",2014-05-01 14:33:31.935-04,image/jpeg,01030000000100000005000000DDD42E85D7CB5EC0DC8484D814AA4840DDD42E85D7CB5EC082965DBDC0AC4840CE9995181EC95EC082965DBDC0AC4840CE9995181EC95EC0DC8484D814AA4840DDD42E85D7CB5EC0DC8484D814AA4840,556,0.566,207.106.237.97,73382f7ce6a2d66f8eb92ff20e63e0438f4e5d95193c607ad906420f75652278,4.17864270414647,0.032,GetMap,2014-05-01 14:33:31.336-04,,0.598,http://97.68.190.50/omar/ogc/wms?BBOX=-123.18502931188%2C49.328761162478%2C-123.14246191606%2C49.349631949136&STRETCH_MODE_REGION=viewport&CONTRAST=1&STRETCH_MODE=linear_auto_min_max&SERVICE=WMS&HEIGHT=556&BRIGHTNESS=0&REQUEST=GetMap&STYLES=&WIDTH=1134&BANDS=default&TRANSPARENT=FALSE&VERSION=1.1.1&INTERPOLATION=bilinear&FORMAT=image%2Fjpeg&SHARPEN_MODE=none&LAYERS=73382f7ce6a2d66f8eb92ff20e63e0438f4e5d95193c607ad906420f75652278&SRS=EPSG%3A4326,anonymousUser,1134
401,"-123.1957650043,49.328573475548,-123.15319760848,49.349444262206",2014-05-01 14:33:35.285-04,image/jpeg,01030000000100000005000000DECAF06987CC5EC0E6E715B20EAA4840DECAF06987CC5EC08DF9EE96BAAC4840CF8F57FDCDC95EC08DF9EE96BAAC4840CF8F57FDCDC95EC0E6E715B20EAA4840DECAF06987CC5EC0E6E715B20EAA4840,556,0.573,207.106.237.97,73382f7ce6a2d66f8eb92ff20e63e0438f4e5d95193c607ad906420f75652278,4.17864270414718,0.032,GetMap,2014-05-01 14:33:34.679-04,,0.605,http://97.68.190.50/omar/ogc/wms?BBOX=-123.1957650043%2C49.328573475548%2C-123.15319760848%2C49.349444262206&STRETCH_MODE_REGION=viewport&CONTRAST=1&STRETCH_MODE=linear_auto_min_max&SERVICE=WMS&HEIGHT=556&BRIGHTNESS=0&REQUEST=GetMap&STYLES=&WIDTH=1134&BANDS=default&TRANSPARENT=FALSE&VERSION=1.1.1&INTERPOLATION=bilinear&FORMAT=image%2Fjpeg&SHARPEN_MODE=none&LAYERS=73382f7ce6a2d66f8eb92ff20e63e0438f4e5d95193c607ad906420f75652278&SRS=EPSG%3A4326,anonymousUser,1134
402,"-123.2073640566,49.327559966124,-123.16479666078,49.348430752782",2014-05-01 14:33:38.878-04,image/jpeg,01030000000100000005000000A05DE47345CD5EC0A0FD267CEDA94840A05DE47345CD5EC0470F006199AC484091224B078CCA5EC0470F006199AC484091224B078CCA5EC0A0FD267CEDA94840A05DE47345CD5EC0A0FD267CEDA94840,556,1.049,207.106.237.97,73382f7ce6a2d66f8eb92ff20e63e0438f4e5d95193c607ad906420f75652278,4.17864270414718,0.033,GetMap,2014-05-01 14:33:37.795-04,,1.082,http://97.68.190.50/omar/ogc/wms?BBOX=-123.2073640566%2C49.327559966124%2C-123.16479666078%2C49.348430752782&STRETCH_MODE_REGION=viewport&CONTRAST=1&STRETCH_MODE=linear_auto_min_max&SERVICE=WMS&HEIGHT=556&BRIGHTNESS=0&REQUEST=GetMap&STYLES=&WIDTH=1134&BANDS=default&TRANSPARENT=FALSE&VERSION=1.1.1&INTERPOLATION=bilinear&FORMAT=image%2Fjpeg&SHARPEN_MODE=none&LAYERS=73382f7ce6a2d66f8eb92ff20e63e0438f4e5d95193c607ad906420f75652278&SRS=EPSG%3A4326,anonymousUser,1134
403,"-123.21674840312,49.329436835427,-123.1741810073,49.350307622085",2014-05-01 14:33:42.292-04,image/jpeg,0103000000010000000500000014B7B134DFCD5EC0DC2079FC2AAA484014B7B134DFCD5EC0823252E1D6AC4840067C18C825CB5EC0823252E1D6AC4840067C18C825CB5EC0DC2079FC2AAA484014B7B134DFCD5EC0DC2079FC2AAA4840,556,0.578,207.106.237.97,73382f7ce6a2d66f8eb92ff20e63e0438f4e5d95193c607ad906420f75652278,4.17864270414577,0.032,GetMap,2014-05-01 14:33:41.682-04,,0.61,http://97.68.190.50/omar/ogc/wms?BBOX=-123.21674840312%2C49.329436835427%2C-123.1741810073%2C49.350307622085&STRETCH_MODE_REGION=viewport&CONTRAST=1&STRETCH_MODE=linear_auto_min_max&SERVICE=WMS&HEIGHT=556&BRIGHTNESS=0&REQUEST=GetMap&STYLES=&WIDTH=1134&BANDS=default&TRANSPARENT=FALSE&VERSION=1.1.1&INTERPOLATION=bilinear&FORMAT=image%2Fjpeg&SHARPEN_MODE=none&LAYERS=73382f7ce6a2d66f8eb92ff20e63e0438f4e5d95193c607ad906420f75652278&SRS=EPSG%3A4326,anonymousUser,1134
404,"-123.21457123473,49.335517891972,-123.17200383891,49.35638867863",2014-05-01 14:33:45.946-04,image/jpeg,01030000000100000005000000F9F4FC88BBCD5EC00E9F1240F2AA4840F9F4FC88BBCD5EC0B4B0EB249EAD4840EAB9631C02CB5EC0B4B0EB249EAD4840EAB9631C02CB5EC00E9F1240F2AA4840F9F4FC88BBCD5EC00E9F1240F2AA4840,556,0.664,207.106.237.97,73382f7ce6a2d66f8eb92ff20e63e0438f4e5d95193c607ad906420f75652278,4.17864270414647,0.032,GetMap,2014-05-01 14:33:45.249-04,,0.696,http://97.68.190.50/omar/ogc/wms?BBOX=-123.21457123473%2C49.335517891972%2C-123.17200383891%2C49.35638867863&STRETCH_MODE_REGION=viewport&CONTRAST=1&STRETCH_MODE=linear_auto_min_max&SERVICE=WMS&HEIGHT=556&BRIGHTNESS=0&REQUEST=GetMap&STYLES=&WIDTH=1134&BANDS=default&TRANSPARENT=FALSE&VERSION=1.1.1&INTERPOLATION=bilinear&FORMAT=image%2Fjpeg&SHARPEN_MODE=none&LAYERS=73382f7ce6a2d66f8eb92ff20e63e0438f4e5d95193c607ad906420f75652278&SRS=EPSG%3A4326,anonymousUser,1134
405,"-123.22575737578,49.329924821446,-123.18318997996,49.350795608104",2014-05-01 14:33:52.906-04,image/jpeg,01030000000100000005000000947310CF72CE5EC0E61FFFF93AAA4840947310CF72CE5EC08D31D8DEE6AC484085387762B9CB5EC08D31D8DEE6AC484085387762B9CB5EC0E61FFFF93AAA4840947310CF72CE5EC0E61FFFF93AAA4840,556,0.556,207.106.237.97,73382f7ce6a2d66f8eb92ff20e63e0438f4e5d95193c607ad906420f75652278,4.17864270414718,0.032,GetMap,2014-05-01 14:33:52.318-04,,0.588,http://97.68.190.50/omar/ogc/wms?BBOX=-123.22575737578%2C49.329924821446%2C-123.18318997996%2C49.350795608104&STRETCH_MODE_REGION=viewport&CONTRAST=1&STRETCH_MODE=linear_auto_min_max&SERVICE=WMS&HEIGHT=556&BRIGHTNESS=0&REQUEST=GetMap&STYLES=&WIDTH=1134&BANDS=default&TRANSPARENT=FALSE&VERSION=1.1.1&INTERPOLATION=bilinear&FORMAT=image%2Fjpeg&SHARPEN_MODE=none&LAYERS=73382f7ce6a2d66f8eb92ff20e63e0438f4e5d95193c607ad906420f75652278&SRS=EPSG%3A4326,anonymousUser,1134
406,"-123.23803210103,49.332514901086,-123.19546470521,49.353385687744",2014-05-01 14:33:58.471-04,image/jpeg,010300000001000000050000009C54FEEA3BCF5EC06CCC28D98FAA48409C54FEEA3BCF5EC013DE01BE3BAD48408D19657E82CC5EC013DE01BE3BAD48408D19657E82CC5EC06CCC28D98FAA48409C54FEEA3BCF5EC06CCC28D98FAA4840,556,1.065,207.106.237.97,73382f7ce6a2d66f8eb92ff20e63e0438f4e5d95193c607ad906420f75652278,4.17864270414718,0.031,GetMap,2014-05-01 14:33:57.374-04,,1.096,http://97.68.190.50/omar/ogc/wms?BBOX=-123.23803210103%2C49.332514901086%2C-123.19546470521%2C49.353385687744&STRETCH_MODE_REGION=viewport&CONTRAST=1&STRETCH_MODE=linear_auto_min_max&SERVICE=WMS&HEIGHT=556&BRIGHTNESS=0&REQUEST=GetMap&STYLES=&WIDTH=1134&BANDS=default&TRANSPARENT=FALSE&VERSION=1.1.1&INTERPOLATION=bilinear&FORMAT=image%2Fjpeg&SHARPEN_MODE=none&LAYERS=73382f7ce6a2d66f8eb92ff20e63e0438f4e5d95193c607ad906420f75652278&SRS=EPSG%3A4326,anonymousUser,1134
407,"-123.25383534056,49.33371609744,-123.21126794474,49.354586884098",2014-05-01 14:34:03.546-04,image/jpeg,010300000001000000050000008D9195D63ED05EC0A8538635B7AA48408D9195D63ED05EC04E655F1A63AD48407E56FC6985CD5EC04E655F1A63AD48407E56FC6985CD5EC0A8538635B7AA48408D9195D63ED05EC0A8538635B7AA4840,556,0.629,207.106.237.97,73382f7ce6a2d66f8eb92ff20e63e0438f4e5d95193c607ad906420f75652278,4.17864270414647,0.036,GetMap,2014-05-01 14:34:02.88-04,,0.665,http://97.68.190.50/omar/ogc/wms?BBOX=-123.25383534056%2C49.33371609744%2C-123.21126794474%2C49.354586884098&STRETCH_MODE_REGION=viewport&CONTRAST=1&STRETCH_MODE=linear_auto_min_max&SERVICE=WMS&HEIGHT=556&BRIGHTNESS=0&REQUEST=GetMap&STYLES=&WIDTH=1134&BANDS=default&TRANSPARENT=FALSE&VERSION=1.1.1&INTERPOLATION=bilinear&FORMAT=image%2Fjpeg&SHARPEN_MODE=none&LAYERS=73382f7ce6a2d66f8eb92ff20e63e0438f4e5d95193c607ad906420f75652278&SRS=EPSG%3A4326,anonymousUser,1134
408,"-123.2704644026,49.334842219023,-123.22789700678,49.355713005681",2014-05-01 14:34:09.486-04,image/jpeg,010300000001000000050000008CF9EC494FD15EC00E031E1CDCAA48408CF9EC494FD15EC0B414F70088AD48407DBE53DD95CE5EC0B414F70088AD48407DBE53DD95CE5EC00E031E1CDCAA48408CF9EC494FD15EC00E031E1CDCAA4840,556,0.71,207.106.237.97,73382f7ce6a2d66f8eb92ff20e63e0438f4e5d95193c607ad906420f75652278,4.17864270414647,0.032,GetMap,2014-05-01 14:34:08.743-04,,0.742,http://97.68.190.50/omar/ogc/wms?BBOX=-123.2704644026%2C49.334842219023%2C-123.22789700678%2C49.355713005681&STRETCH_MODE_REGION=viewport&CONTRAST=1&STRETCH_MODE=linear_auto_min_max&SERVICE=WMS&HEIGHT=556&BRIGHTNESS=0&REQUEST=GetMap&STYLES=&WIDTH=1134&BANDS=default&TRANSPARENT=FALSE&VERSION=1.1.1&INTERPOLATION=bilinear&FORMAT=image%2Fjpeg&SHARPEN_MODE=none&LAYERS=73382f7ce6a2d66f8eb92ff20e63e0438f4e5d95193c607ad906420f75652278&SRS=EPSG%3A4326,anonymousUser,1134
409,"-123.27977367434,49.336080952763,-123.23720627852,49.356951739421",2014-05-01 14:34:21.385-04,image/jpeg,010300000001000000050000009D64D7CFE7D15EC07A765EB304AB48409D64D7CFE7D15EC021883798B0AD48408E293E632ECF5EC021883798B0AD48408E293E632ECF5EC07A765EB304AB48409D64D7CFE7D15EC07A765EB304AB4840,556,0.584,207.106.237.97,73382f7ce6a2d66f8eb92ff20e63e0438f4e5d95193c607ad906420f75652278,4.17864270414718,0.041,GetMap,2014-05-01 14:34:20.759-04,,0.625,http://97.68.190.50/omar/ogc/wms?BBOX=-123.27977367434%2C49.336080952763%2C-123.23720627852%2C49.356951739421&STRETCH_MODE_REGION=viewport&CONTRAST=1&STRETCH_MODE=linear_auto_min_max&SERVICE=WMS&HEIGHT=556&BRIGHTNESS=0&REQUEST=GetMap&STYLES=&WIDTH=1134&BANDS=default&TRANSPARENT=FALSE&VERSION=1.1.1&INTERPOLATION=bilinear&FORMAT=image%2Fjpeg&SHARPEN_MODE=none&LAYERS=73382f7ce6a2d66f8eb92ff20e63e0438f4e5d95193c607ad906420f75652278&SRS=EPSG%3A4326,anonymousUser,1134
410,"-123.28029919775,49.341974322377,-123.23773180193,49.362845109035",2014-05-01 14:34:25.363-04,image/jpeg,010300000001000000050000009ADB0B6CF0D15EC02A5789D0C5AB48409ADB0B6CF0D15EC0D16862B571AE48408BA072FF36CF5EC0D16862B571AE48408BA072FF36CF5EC02A5789D0C5AB48409ADB0B6CF0D15EC02A5789D0C5AB4840,556,0.586,207.106.237.97,73382f7ce6a2d66f8eb92ff20e63e0438f4e5d95193c607ad906420f75652278,4.17864270414718,0.032,GetMap,2014-05-01 14:34:24.744-04,,0.618,http://97.68.190.50/omar/ogc/wms?BBOX=-123.28029919775%2C49.341974322377%2C-123.23773180193%2C49.362845109035&STRETCH_MODE_REGION=viewport&CONTRAST=1&STRETCH_MODE=linear_auto_min_max&SERVICE=WMS&HEIGHT=556&BRIGHTNESS=0&REQUEST=GetMap&STYLES=&WIDTH=1134&BANDS=default&TRANSPARENT=FALSE&VERSION=1.1.1&INTERPOLATION=bilinear&FORMAT=image%2Fjpeg&SHARPEN_MODE=none&LAYERS=73382f7ce6a2d66f8eb92ff20e63e0438f4e5d95193c607ad906420f75652278&SRS=EPSG%3A4326,anonymousUser,1134
